passenger-carry, t = 0, b = 263, origin = 1, dest = 2, val = 1.0
reroute, t = 35, b = 61, origin = 1, dest = 3, val = 0.28252253285358575
reroute, t = 35, b = 71, origin = 1, dest = 3, val = 0.2123217703742192
reroute, t = 35, b = 85, origin = 1, dest = 2, val = 0.17905612603071147
reroute, t = 35, b = 91, origin = 1, dest = 3, val = 0.13510268341183493
reroute, t = 35, b = 109, origin = 1, dest = 3, val = 0.22658800359291675
reroute, t = 35, b = 111, origin = 1, dest = 3, val = 0.5264558829059126
reroute, t = 35, b = 115, origin = 1, dest = 3, val = 0.19985171256130982
reroute, t = 35, b = 117, origin = 1, dest = 3, val = 0.19963786003685935
reroute, t = 35, b = 123, origin = 1, dest = 3, val = 0.35571673017592803
reroute, t = 35, b = 129, origin = 1, dest = 3, val = 0.10705128869845984
reroute, t = 35, b = 145, origin = 1, dest = 1, val = 0.15021912188209893
reroute, t = 35, b = 155, origin = 1, dest = 3, val = 0.11730952346914039
reroute, t = 36, b = 33, origin = 1, dest = 3, val = 0.27526518593312627
reroute, t = 36, b = 43, origin = 3, dest = 3, val = 0.22597623601794584
reroute, t = 36, b = 51, origin = 1, dest = 3, val = 0.24910935421585806
reroute, t = 36, b = 57, origin = 1, dest = 3, val = 0.2253577034522866
reroute, t = 36, b = 67, origin = 1, dest = 3, val = 0.29456585206723235
reroute, t = 36, b = 69, origin = 1, dest = 3, val = 0.15630438764523322
reroute, t = 36, b = 73, origin = 1, dest = 2, val = 0.13842378753081847
reroute, t = 36, b = 75, origin = 1, dest = 3, val = 0.14458842346654333
reroute, t = 36, b = 77, origin = 1, dest = 3, val = 0.24424631827818644
reroute, t = 36, b = 79, origin = 1, dest = 3, val = 0.10015535175194945
reroute, t = 36, b = 79, origin = 2, dest = 2, val = 0.17905612603071147
reroute, t = 36, b = 85, origin = 1, dest = 3, val = 0.22774611999348493
reroute, t = 36, b = 87, origin = 1, dest = 2, val = 0.10867810231516661
reroute, t = 36, b = 95, origin = 1, dest = 2, val = 0.5343534171658088
reroute, t = 36, b = 103, origin = 1, dest = 3, val = 0.16817367108921855
reroute, t = 36, b = 107, origin = 1, dest = 3, val = 0.13269361952449155
reroute, t = 36, b = 125, origin = 1, dest = 2, val = 0.20116208936004698
reroute, t = 36, b = 141, origin = 1, dest = 2, val = 0.23825971688951572
reroute, t = 36, b = 141, origin = 1, dest = 3, val = 0.1531124803950936
reroute, t = 36, b = 145, origin = 1, dest = 3, val = 0.15021912188209893
reroute, t = 36, b = 189, origin = 1, dest = 2, val = 0.20739181237624787
reroute, t = 36, b = 199, origin = 1, dest = 2, val = 0.11835004896124632
reroute, t = 36, b = 227, origin = 1, dest = 2, val = 0.10262854243144867
reroute, t = 37, b = 3, origin = 1, dest = 1, val = 0.2399908044298989
reroute, t = 37, b = 13, origin = 1, dest = 3, val = 0.22115156871641178
reroute, t = 37, b = 21, origin = 1, dest = 2, val = 0.10368534121666717
reroute, t = 37, b = 41, origin = 1, dest = 2, val = 0.13583325663642926
reroute, t = 37, b = 43, origin = 1, dest = 1, val = 0.19014321394514225
reroute, t = 37, b = 47, origin = 1, dest = 2, val = 0.28252253285358575
reroute, t = 37, b = 57, origin = 1, dest = 2, val = 0.2123217703742192
reroute, t = 37, b = 69, origin = 3, dest = 3, val = 0.14458842346654333
reroute, t = 37, b = 77, origin = 1, dest = 2, val = 0.13510268341183493
reroute, t = 37, b = 95, origin = 0, dest = 0, val = 0.17589176391210806
reroute, t = 37, b = 95, origin = 1, dest = 2, val = 0.22658800359291675
reroute, t = 37, b = 97, origin = 1, dest = 2, val = 0.365765995188245
reroute, t = 37, b = 103, origin = 1, dest = 2, val = 0.19484694308986594
reroute, t = 37, b = 109, origin = 1, dest = 2, val = 0.2326782492634976
reroute, t = 37, b = 183, origin = 2, dest = 2, val = 0.20739181237624787
reroute, t = 37, b = 221, origin = 2, dest = 2, val = 0.10262854243144867
reroute, t = 38, b = 3, origin = 1, dest = 1, val = 0.2399908044298989
reroute, t = 38, b = 7, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 38, b = 15, origin = 2, dest = 2, val = 0.10368534121666717
reroute, t = 38, b = 19, origin = 1, dest = 3, val = 0.27526518593312627
reroute, t = 38, b = 33, origin = 1, dest = 2, val = 0.1540999738989096
reroute, t = 38, b = 35, origin = 1, dest = 2, val = 0.22597623601794584
reroute, t = 38, b = 35, origin = 2, dest = 2, val = 0.13583325663642926
reroute, t = 38, b = 37, origin = 1, dest = 3, val = 0.24910935421585806
reroute, t = 38, b = 43, origin = 1, dest = 3, val = 0.41550091739742884
reroute, t = 38, b = 47, origin = 0, dest = 0, val = 0.17183438712816046
reroute, t = 38, b = 51, origin = 2, dest = 2, val = 0.2123217703742192
reroute, t = 38, b = 53, origin = 1, dest = 2, val = 0.29456585206723235
reroute, t = 38, b = 55, origin = 1, dest = 3, val = 0.15630438764523322
reroute, t = 38, b = 61, origin = 1, dest = 2, val = 0.2739976337032979
reroute, t = 38, b = 63, origin = 1, dest = 3, val = 0.24424631827818644
reroute, t = 38, b = 65, origin = 1, dest = 3, val = 0.10015535175194945
reroute, t = 38, b = 71, origin = 1, dest = 2, val = 0.22774611999348493
reroute, t = 38, b = 73, origin = 1, dest = 3, val = 0.17905612603071147
reroute, t = 38, b = 75, origin = 1, dest = 3, val = 0.10867810231516661
reroute, t = 38, b = 81, origin = 0, dest = 0, val = 0.10635049570221908
reroute, t = 38, b = 83, origin = 1, dest = 2, val = 0.20857035984797756
reroute, t = 38, b = 83, origin = 1, dest = 3, val = 0.3257830573178312
reroute, t = 38, b = 89, origin = 1, dest = 3, val = 0.2214258544974077
reroute, t = 38, b = 93, origin = 1, dest = 2, val = 0.13269361952449155
reroute, t = 38, b = 97, origin = 1, dest = 3, val = 0.26998006891323806
reroute, t = 38, b = 103, origin = 1, dest = 2, val = 0.12645125046530759
reroute, t = 38, b = 105, origin = 1, dest = 3, val = 0.16357103711409504
reroute, t = 38, b = 113, origin = 1, dest = 2, val = 0.20116208936004698
reroute, t = 38, b = 127, origin = 1, dest = 2, val = 0.1531124803950936
reroute, t = 38, b = 129, origin = 1, dest = 2, val = 0.23825971688951572
reroute, t = 38, b = 131, origin = 1, dest = 2, val = 0.15021912188209893
reroute, t = 38, b = 221, origin = 2, dest = 2, val = 0.10262854243144867
reroute, t = 39, b = 3, origin = 1, dest = 1, val = 0.2399908044298989
reroute, t = 39, b = 7, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 39, b = 27, origin = 1, dest = 2, val = 0.13886790558179704
reroute, t = 39, b = 35, origin = 1, dest = 1, val = 0.28252253285358575
reroute, t = 39, b = 43, origin = 1, dest = 2, val = 0.11030448285986838
reroute, t = 39, b = 47, origin = 0, dest = 0, val = 0.17183438712816046
reroute, t = 39, b = 47, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 39, b = 49, origin = 1, dest = 3, val = 0.13801166526849767
reroute, t = 39, b = 51, origin = 1, dest = 3, val = 0.1334852199104619
reroute, t = 39, b = 61, origin = 1, dest = 3, val = 0.14458842346654333
reroute, t = 39, b = 65, origin = 0, dest = 1, val = 0.16068988771766762
reroute, t = 39, b = 65, origin = 1, dest = 3, val = 0.13510268341183493
reroute, t = 39, b = 69, origin = 0, dest = 2, val = 0.19985171256130982
reroute, t = 39, b = 71, origin = 0, dest = 0, val = 0.19963786003685935
reroute, t = 39, b = 77, origin = 0, dest = 1, val = 0.12303848091243044
reroute, t = 39, b = 81, origin = 0, dest = 0, val = 0.10635049570221908
reroute, t = 39, b = 83, origin = 0, dest = 0, val = 0.10705128869845984
reroute, t = 39, b = 87, origin = 1, dest = 1, val = 0.12821710392473773
reroute, t = 39, b = 89, origin = 0, dest = 2, val = 0.17589176391210806
reroute, t = 39, b = 97, origin = 0, dest = 0, val = 0.14743896297176595
reroute, t = 39, b = 97, origin = 1, dest = 1, val = 0.2326782492634976
reroute, t = 39, b = 103, origin = 1, dest = 3, val = 0.11330042107766738
reroute, t = 39, b = 105, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 39, b = 109, origin = 0, dest = 1, val = 0.11730952346914039
reroute, t = 39, b = 121, origin = 2, dest = 2, val = 0.1531124803950936
reroute, t = 39, b = 125, origin = 2, dest = 3, val = 0.15021912188209893
reroute, t = 39, b = 177, origin = 1, dest = 3, val = 0.20739181237624787
reroute, t = 39, b = 221, origin = 2, dest = 3, val = 0.10262854243144867
reroute, t = 40, b = 3, origin = 1, dest = 1, val = 0.2399908044298989
reroute, t = 40, b = 5, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 40, b = 9, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 40, b = 21, origin = 1, dest = 1, val = 0.1540999738989096
reroute, t = 40, b = 21, origin = 2, dest = 2, val = 0.13886790558179704
reroute, t = 40, b = 23, origin = 1, dest = 1, val = 0.4750855902338039
reroute, t = 40, b = 29, origin = 1, dest = 1, val = 0.5513341740338581
reroute, t = 40, b = 37, origin = 2, dest = 2, val = 0.11030448285986838
reroute, t = 40, b = 41, origin = 1, dest = 3, val = 0.15630438764523322
reroute, t = 40, b = 43, origin = 3, dest = 3, val = 0.13801166526849767
reroute, t = 40, b = 45, origin = 1, dest = 1, val = 0.2123217703742192
reroute, t = 40, b = 45, origin = 3, dest = 3, val = 0.1334852199104619
reroute, t = 40, b = 47, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 40, b = 59, origin = 1, dest = 2, val = 0.4068022460241964
reroute, t = 40, b = 61, origin = 1, dest = 1, val = 0.10867810231516661
reroute, t = 40, b = 69, origin = 1, dest = 1, val = 0.3257830573178312
reroute, t = 40, b = 71, origin = 1, dest = 1, val = 0.20857035984797756
reroute, t = 40, b = 75, origin = 1, dest = 1, val = 0.2214258544974077
reroute, t = 40, b = 83, origin = 0, dest = 2, val = 0.10705128869845984
reroute, t = 40, b = 91, origin = 1, dest = 3, val = 0.27846117518620583
reroute, t = 40, b = 97, origin = 0, dest = 1, val = 0.14743896297176595
reroute, t = 40, b = 97, origin = 1, dest = 3, val = 0.16601158259683843
reroute, t = 40, b = 101, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 40, b = 117, origin = 1, dest = 2, val = 0.18763311578553965
reroute, t = 40, b = 121, origin = 2, dest = 1, val = 0.1531124803950936
reroute, t = 41, b = 3, origin = 1, dest = 1, val = 0.2399908044298989
reroute, t = 41, b = 5, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 41, b = 9, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 41, b = 21, origin = 1, dest = 1, val = 0.1540999738989096
reroute, t = 41, b = 21, origin = 2, dest = 2, val = 0.13886790558179704
reroute, t = 41, b = 23, origin = 1, dest = 1, val = 0.4750855902338039
reroute, t = 41, b = 29, origin = 1, dest = 1, val = 0.5513341740338581
reroute, t = 41, b = 33, origin = 1, dest = 1, val = 0.17531658410646261
reroute, t = 41, b = 33, origin = 1, dest = 2, val = 0.10720594874712316
reroute, t = 41, b = 37, origin = 2, dest = 2, val = 0.11030448285986838
reroute, t = 41, b = 45, origin = 1, dest = 1, val = 0.2123217703742192
reroute, t = 41, b = 47, origin = 1, dest = 1, val = 0.6628323754480276
reroute, t = 41, b = 47, origin = 2, dest = 1, val = 0.29456585206723235
reroute, t = 41, b = 49, origin = 1, dest = 1, val = 0.10015535175194945
reroute, t = 41, b = 51, origin = 1, dest = 3, val = 0.13510268341183493
reroute, t = 41, b = 53, origin = 2, dest = 2, val = 0.4068022460241964
reroute, t = 41, b = 71, origin = 1, dest = 1, val = 0.20857035984797756
reroute, t = 41, b = 95, origin = 3, dest = 3, val = 0.11330042107766738
reroute, t = 41, b = 111, origin = 2, dest = 2, val = 0.18763311578553965
reroute, t = 41, b = 115, origin = 1, dest = 1, val = 0.1531124803950936
reroute, t = 41, b = 153, origin = 0, dest = 0, val = 0.11835004896124632
reroute, t = 41, b = 209, origin = 3, dest = 3, val = 0.10262854243144867
reroute, t = 42, b = 3, origin = 1, dest = 1, val = 0.2399908044298989
reroute, t = 42, b = 3, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 42, b = 5, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 42, b = 9, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 42, b = 21, origin = 2, dest = 2, val = 0.13886790558179704
reroute, t = 42, b = 23, origin = 1, dest = 1, val = 0.4750855902338039
reroute, t = 42, b = 27, origin = 2, dest = 2, val = 0.10720594874712316
reroute, t = 42, b = 33, origin = 1, dest = 1, val = 0.17531658410646261
reroute, t = 42, b = 35, origin = 0, dest = 0, val = 0.17183438712816046
reroute, t = 42, b = 37, origin = 1, dest = 1, val = 0.1334852199104619
reroute, t = 42, b = 37, origin = 2, dest = 2, val = 0.11030448285986838
reroute, t = 42, b = 45, origin = 1, dest = 1, val = 0.2123217703742192
reroute, t = 42, b = 49, origin = 0, dest = 1, val = 0.22658800359291675
reroute, t = 42, b = 53, origin = 2, dest = 2, val = 0.4068022460241964
reroute, t = 42, b = 69, origin = 0, dest = 2, val = 0.10635049570221908
reroute, t = 42, b = 71, origin = 1, dest = 1, val = 0.20857035984797756
reroute, t = 42, b = 111, origin = 2, dest = 2, val = 0.18763311578553965
reroute, t = 42, b = 115, origin = 1, dest = 1, val = 0.1531124803950936
reroute, t = 42, b = 161, origin = 1, dest = 2, val = 0.11655828915605111
reroute, t = 42, b = 209, origin = 3, dest = 3, val = 0.10262854243144867
reroute, t = 43, b = 3, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 43, b = 21, origin = 2, dest = 2, val = 0.13886790558179704
reroute, t = 43, b = 23, origin = 1, dest = 2, val = 0.4750855902338039
reroute, t = 43, b = 27, origin = 1, dest = 2, val = 0.7076385616790912
reroute, t = 43, b = 27, origin = 2, dest = 2, val = 0.10720594874712316
reroute, t = 43, b = 29, origin = 1, dest = 2, val = 0.16068988771766762
reroute, t = 43, b = 31, origin = 2, dest = 2, val = 0.19985171256130982
reroute, t = 43, b = 35, origin = 0, dest = 0, val = 0.17183438712816046
reroute, t = 43, b = 37, origin = 2, dest = 2, val = 0.11030448285986838
reroute, t = 43, b = 45, origin = 0, dest = 1, val = 0.365765995188245
reroute, t = 43, b = 51, origin = 0, dest = 3, val = 0.464827012003104
reroute, t = 43, b = 51, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 43, b = 53, origin = 2, dest = 2, val = 0.4068022460241964
reroute, t = 43, b = 55, origin = 0, dest = 3, val = 0.12821710392473773
reroute, t = 43, b = 73, origin = 0, dest = 3, val = 0.19820583619410428
reroute, t = 43, b = 111, origin = 2, dest = 2, val = 0.18763311578553965
reroute, t = 43, b = 115, origin = 1, dest = 2, val = 0.1531124803950936
reroute, t = 43, b = 147, origin = 0, dest = 0, val = 0.11835004896124632
reroute, t = 43, b = 155, origin = 2, dest = 2, val = 0.11655828915605111
reroute, t = 43, b = 209, origin = 3, dest = 1, val = 0.10262854243144867
reroute, t = 44, b = 1, origin = 1, dest = 1, val = 0.2823962970082892
reroute, t = 44, b = 3, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 44, b = 3, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 44, b = 35, origin = 0, dest = 0, val = 0.17183438712816046
reroute, t = 44, b = 37, origin = 0, dest = 1, val = 0.3257830573178312
reroute, t = 44, b = 37, origin = 1, dest = 1, val = 0.13510268341183493
reroute, t = 44, b = 43, origin = 0, dest = 3, val = 0.35411947402189925
reroute, t = 44, b = 47, origin = 0, dest = 3, val = 0.19963786003685935
reroute, t = 44, b = 51, origin = 2, dest = 1, val = 0.17589176391210806
reroute, t = 44, b = 69, origin = 0, dest = 3, val = 0.20116208936004698
reroute, t = 44, b = 101, origin = 1, dest = 1, val = 0.15021912188209893
reroute, t = 44, b = 147, origin = 0, dest = 0, val = 0.11835004896124632
reroute, t = 44, b = 155, origin = 2, dest = 0, val = 0.11655828915605111
reroute, t = 44, b = 201, origin = 1, dest = 1, val = 0.10262854243144867
reroute, t = 45, b = 1, origin = 1, dest = 1, val = 0.2823962970082892
reroute, t = 45, b = 3, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 45, b = 3, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 45, b = 5, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 45, b = 15, origin = 1, dest = 3, val = 0.7659345966752151
reroute, t = 45, b = 17, origin = 1, dest = 3, val = 0.16068988771766762
reroute, t = 45, b = 23, origin = 0, dest = 0, val = 0.10867810231516661
reroute, t = 45, b = 39, origin = 1, dest = 3, val = 0.10705128869845984
reroute, t = 45, b = 147, origin = 0, dest = 1, val = 0.11835004896124632
reroute, t = 45, b = 201, origin = 1, dest = 1, val = 0.10262854243144867
reroute, t = 46, b = 1, origin = 0, dest = 0, val = 0.3794282313945021
reroute, t = 46, b = 1, origin = 1, dest = 1, val = 0.2823962970082892
reroute, t = 46, b = 3, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 46, b = 3, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 46, b = 5, origin = 0, dest = 0, val = 0.1334852199104619
reroute, t = 46, b = 9, origin = 0, dest = 0, val = 0.12303848091243044
reroute, t = 46, b = 33, origin = 3, dest = 3, val = 0.10705128869845984
reroute, t = 46, b = 55, origin = 0, dest = 0, val = 0.11330042107766738
reroute, t = 46, b = 99, origin = 1, dest = 1, val = 0.15021912188209893
reroute, t = 46, b = 201, origin = 1, dest = 2, val = 0.10262854243144867
reroute, t = 47, b = 1, origin = 0, dest = 0, val = 0.6739940834617344
reroute, t = 47, b = 1, origin = 1, dest = 1, val = 0.2823962970082892
reroute, t = 47, b = 3, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 47, b = 5, origin = 0, dest = 0, val = 0.1334852199104619
reroute, t = 47, b = 7, origin = 1, dest = 3, val = 0.4750855902338039
reroute, t = 47, b = 9, origin = 1, dest = 3, val = 0.365765995188245
reroute, t = 47, b = 27, origin = 1, dest = 1, val = 0.11030448285986838
reroute, t = 47, b = 99, origin = 1, dest = 3, val = 0.15021912188209893
reroute, t = 47, b = 101, origin = 1, dest = 1, val = 0.18324248403316848
reroute, t = 48, b = 15, origin = 0, dest = 0, val = 0.4068022460241964
reroute, t = 48, b = 27, origin = 3, dest = 2, val = 0.20116208936004698
reroute, t = 48, b = 115, origin = 0, dest = 0, val = 0.11655828915605111
reroute, t = 48, b = 195, origin = 2, dest = 2, val = 0.10262854243144867
reroute, t = 49, b = 23, origin = 1, dest = 3, val = 0.19820583619410428
reroute, t = 49, b = 25, origin = 1, dest = 1, val = 0.10705128869845984
reroute, t = 49, b = 31, origin = 1, dest = 1, val = 0.17589176391210806
reroute, t = 49, b = 111, origin = 1, dest = 3, val = 0.11835004896124632
reroute, t = 49, b = 115, origin = 0, dest = 0, val = 0.11655828915605111
reroute, t = 49, b = 151, origin = 0, dest = 2, val = 0.6236711740164227
reroute, t = 49, b = 153, origin = 0, dest = 1, val = 0.20826847545576635
reroute, t = 49, b = 153, origin = 1, dest = 3, val = 0.16068988771766762
reroute, t = 49, b = 155, origin = 0, dest = 1, val = 0.1334852199104619
reroute, t = 49, b = 161, origin = 0, dest = 3, val = 0.10867810231516661
reroute, t = 49, b = 167, origin = 0, dest = 3, val = 0.17183438712816046
reroute, t = 49, b = 173, origin = 0, dest = 2, val = 0.14743896297176595
reroute, t = 49, b = 177, origin = 1, dest = 1, val = 0.11030448285986838
reroute, t = 49, b = 195, origin = 2, dest = 2, val = 0.10262854243144867
reroute, t = 49, b = 243, origin = 3, dest = 2, val = 0.15021912188209893
reroute, t = 50, b = 115, origin = 0, dest = 0, val = 0.11655828915605111
reroute, t = 50, b = 157, origin = 1, dest = 3, val = 0.12363180365418674
reroute, t = 50, b = 195, origin = 2, dest = 2, val = 0.10262854243144867
reroute, t = 50, b = 263, origin = 0, dest = 1, val = 0.165050407663743
reroute, t = 50, b = 263, origin = 1, dest = 3, val = 0.15306712625430188
reroute, t = 51, b = 17, origin = 2, dest = 2, val = 0.11330042107766738
reroute, t = 51, b = 97, origin = 1, dest = 3, val = 0.11835004896124632
reroute, t = 51, b = 115, origin = 0, dest = 2, val = 0.11655828915605111
reroute, t = 51, b = 147, origin = 0, dest = 2, val = 0.13510268341183493
reroute, t = 51, b = 153, origin = 2, dest = 2, val = 0.11730952346914039
reroute, t = 51, b = 181, origin = 1, dest = 3, val = 0.17589176391210806
reroute, t = 51, b = 195, origin = 2, dest = 2, val = 0.10262854243144867
reroute, t = 51, b = 229, origin = 2, dest = 2, val = 0.15021912188209893
reroute, t = 51, b = 257, origin = 0, dest = 1, val = 0.1058497642729987
reroute, t = 52, b = 173, origin = 1, dest = 3, val = 0.10705128869845984
reroute, t = 52, b = 195, origin = 2, dest = 2, val = 0.10262854243144867
reroute, t = 52, b = 229, origin = 2, dest = 2, val = 0.15021912188209893
reroute, t = 53, b = 119, origin = 3, dest = 2, val = 0.10867810231516661
reroute, t = 53, b = 141, origin = 1, dest = 2, val = 0.12363180365418674
reroute, t = 53, b = 173, origin = 3, dest = 1, val = 0.17589176391210806
reroute, t = 54, b = 123, origin = 3, dest = 1, val = 0.17183438712816046
reroute, t = 54, b = 165, origin = 3, dest = 2, val = 0.10705128869845984
reroute, t = 54, b = 239, origin = 3, dest = 2, val = 0.11835004896124632
reroute, t = 54, b = 249, origin = 1, dest = 2, val = 0.13576634212926486
reroute, t = 55, b = 139, origin = 0, dest = 2, val = 0.11030448285986838
reroute, t = 55, b = 225, origin = 0, dest = 2, val = 0.24580189482752646
reroute, t = 55, b = 231, origin = 0, dest = 2, val = 0.16172436322255143
reroute, t = 56, b = 213, origin = 0, dest = 3, val = 0.18324248403316848
reroute, t = 56, b = 229, origin = 0, dest = 1, val = 0.13092203626625526
reroute, t = 57, b = 229, origin = 0, dest = 2, val = 0.3628678886619844
reroute, t = 57, b = 239, origin = 3, dest = 1, val = 0.1514997520046841
reroute, t = 57, b = 247, origin = 3, dest = 1, val = 0.1746000405094379
reroute, t = 57, b = 249, origin = 3, dest = 1, val = 0.1814599905460138
reroute, t = 57, b = 251, origin = 3, dest = 1, val = 0.18848083761845552
reroute, t = 58, b = 133, origin = 0, dest = 0, val = 0.17589176391210806
reroute, t = 60, b = 209, origin = 0, dest = 2, val = 0.13576634212926486
reroute, t = 60, b = 221, origin = 0, dest = 2, val = 0.10867810231516661
reroute, t = 61, b = 117, origin = 0, dest = 1, val = 0.19820583619410428
reroute, t = 61, b = 187, origin = 0, dest = 1, val = 0.1771693382304158
reroute, t = 61, b = 229, origin = 0, dest = 1, val = 0.13000966743943104
reroute, t = 62, b = 95, origin = 0, dest = 1, val = 0.2765683035216278
reroute, t = 62, b = 111, origin = 0, dest = 1, val = 0.10705128869845984
reroute, t = 62, b = 171, origin = 0, dest = 1, val = 0.17050083766818755
reroute, t = 62, b = 173, origin = 0, dest = 1, val = 0.17463481915408993
reroute, t = 62, b = 207, origin = 0, dest = 1, val = 0.1746000405094379
reroute, t = 62, b = 209, origin = 0, dest = 1, val = 0.1814599905460138
reroute, t = 62, b = 213, origin = 0, dest = 1, val = 0.20597119496607175
reroute, t = 62, b = 215, origin = 0, dest = 1, val = 0.29041732473535786
reroute, t = 62, b = 217, origin = 0, dest = 1, val = 0.13882255813917652
reroute, t = 62, b = 221, origin = 0, dest = 1, val = 0.25028880379004936
reroute, t = 62, b = 223, origin = 0, dest = 1, val = 0.20251808609362698
reroute, t = 63, b = 153, origin = 0, dest = 1, val = 0.3092853687188064
reroute, t = 63, b = 159, origin = 0, dest = 1, val = 0.16172436322255143
reroute, t = 63, b = 165, origin = 3, dest = 1, val = 0.183242484033169
reroute, t = 63, b = 209, origin = 0, dest = 1, val = 0.18848083761845552
reroute, t = 65, b = 169, origin = 2, dest = 1, val = 0.13576634212926486
reroute, t = 65, b = 181, origin = 2, dest = 1, val = 0.10867810231516661
reroute, t = 65, b = 213, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 67, b = 53, origin = 2, dest = 1, val = 0.2765683035216278
reroute, t = 67, b = 53, origin = 3, dest = 1, val = 0.12222222222222003
reroute, t = 67, b = 69, origin = 2, dest = 1, val = 0.10705128869845984
reroute, t = 67, b = 71, origin = 3, dest = 1, val = 0.11143766602952879
reroute, t = 67, b = 73, origin = 2, dest = 1, val = 0.31150625727177167
reroute, t = 67, b = 81, origin = 3, dest = 1, val = 0.10635049570221908
reroute, t = 67, b = 85, origin = 3, dest = 1, val = 0.1066601613995788
reroute, t = 67, b = 129, origin = 3, dest = 1, val = 0.17050083766818752
reroute, t = 67, b = 143, origin = 3, dest = 1, val = 0.1771693382304158
reroute, t = 67, b = 147, origin = 3, dest = 1, val = 0.183242484033169
reroute, t = 67, b = 157, origin = 3, dest = 1, val = 0.13576634212926486
reroute, t = 67, b = 165, origin = 3, dest = 1, val = 0.1746000405094379
reroute, t = 67, b = 167, origin = 3, dest = 1, val = 0.24812665721269164
reroute, t = 67, b = 171, origin = 3, dest = 1, val = 0.20597119496607175
reroute, t = 67, b = 173, origin = 2, dest = 1, val = 0.29041732473535786
reroute, t = 67, b = 175, origin = 2, dest = 1, val = 0.11056904273647658
reroute, t = 67, b = 179, origin = 3, dest = 1, val = 0.2363545056486422
reroute, t = 67, b = 201, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 68, b = 97, origin = 3, dest = 1, val = 0.14317891842185723
reroute, t = 68, b = 167, origin = 3, dest = 1, val = 0.18848083761845552
reroute, t = 69, b = 39, origin = 3, dest = 1, val = 0.12222222222222003
reroute, t = 69, b = 41, origin = 2, dest = 1, val = 0.10123298045166627
reroute, t = 69, b = 57, origin = 3, dest = 1, val = 0.13664221536266657
reroute, t = 69, b = 67, origin = 3, dest = 1, val = 0.10635049570221908
reroute, t = 69, b = 133, origin = 3, dest = 1, val = 0.183242484033169
reroute, t = 69, b = 143, origin = 2, dest = 1, val = 0.13576634212926486
reroute, t = 69, b = 153, origin = 3, dest = 1, val = 0.24812665721269164
reroute, t = 69, b = 157, origin = 2, dest = 1, val = 0.20597119496607175
reroute, t = 69, b = 165, origin = 2, dest = 1, val = 0.2363545056486422
reroute, t = 69, b = 189, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 70, b = 83, origin = 2, dest = 1, val = 0.14317891842185723
reroute, t = 70, b = 111, origin = 3, dest = 1, val = 0.15506945723807194
reroute, t = 70, b = 119, origin = 2, dest = 1, val = 0.28781572889495977
reroute, t = 70, b = 153, origin = 2, dest = 1, val = 0.18848083761845552
reroute, t = 72, b = 23, origin = 2, dest = 1, val = 0.12222222222222003
reroute, t = 72, b = 41, origin = 2, dest = 1, val = 0.13664221536266657
reroute, t = 72, b = 93, origin = 2, dest = 1, val = 0.11535108922447329
reroute, t = 72, b = 97, origin = 2, dest = 1, val = 0.1030734360141584
reroute, t = 72, b = 107, origin = 2, dest = 1, val = 0.23040208206539725
reroute, t = 72, b = 129, origin = 2, dest = 1, val = 0.13576634212926486
reroute, t = 72, b = 141, origin = 2, dest = 1, val = 0.18848083761845552
reroute, t = 72, b = 143, origin = 2, dest = 1, val = 0.20597119496607175
reroute, t = 72, b = 151, origin = 2, dest = 1, val = 0.2363545056486422
reroute, t = 72, b = 175, origin = 2, dest = 1, val = 0.1514997520046841
reroute, t = 73, b = 81, origin = 2, dest = 1, val = 0.1058497642729987
reroute, t = 73, b = 95, origin = 0, dest = 1, val = 0.1771693382304158
reroute, t = 73, b = 109, origin = 2, dest = 1, val = 0.1428557698821809
reroute, t = 73, b = 115, origin = 2, dest = 1, val = 0.183242484033169
reroute, t = 73, b = 117, origin = 0, dest = 1, val = 0.1746000405094379
